Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
leptidea_sinapisG00000005404	-	scaffold_18	+	2347481	2363529	3.150242	1.145954	1.600909
leptidea_sinapisG00000005013	cdk12	scaffold_18	-	2456937	2473977	12.533094	4.559125	6.369141
leptidea_sinapisG00000003220	-	scaffold_18	+	2474817	2488420	1.619158	0.588996	0.822833
leptidea_sinapisG00000005401	nprl2	scaffold_18	-	2499617	2503703	2.268432	0.825180	1.152785
leptidea_sinapisG00000008639	myo61f	scaffold_18	+	2429583	2451675	93.955437	34.177883	47.746826
leptidea_sinapisG00000015469	-	scaffold_2114	+	2984	6005	0.000000	0.000000	0.000000
leptidea_sinapisG00000008764	-	scaffold_2115	-	770	3791	0.000000	0.000000	0.000000
leptidea_sinapisG00000007268	nnp-1_2	scaffold_1314	-	9	2132	19.509922	7.097064	9.914667
leptidea_sinapisG00000002248	-	scaffold_4570	-	1	1178	1.294048	0.470732	0.657617
leptidea_sinapisG00000015044	aglu_2	scaffold_199	+	3807	9941	0.000000	0.000000	0.000000
leptidea_sinapisG00000014442	gst1_3	scaffold_199	+	13668	20212	16.361954	5.951937	8.314914
leptidea_sinapisG00000004376	ube2q2	scaffold_199	-	21232	30449	99.719604	36.274693	50.676098
leptidea_sinapisG00000005644	disco	scaffold_199	-	142108	153014	0.732215	0.266356	0.372101
leptidea_sinapisG00000003398	dhx34	scaffold_199	+	33290	78831	8.440903	3.070521	4.289547
leptidea_sinapisG00000012269	bnc2	scaffold_199	-	622654	625017	10.288918	3.742768	5.228683
leptidea_sinapisG00000001722	-	scaffold_199	-	740771	747300	28.892746	10.510225	14.682885
leptidea_sinapisG00000006003	-	scaffold_198	+	811	13384	3.005413	1.093270	1.527308
leptidea_sinapisG00000002578	abcc1_2	scaffold_198	+	13433	33621	4.349147	1.582076	2.210175
leptidea_sinapisG00000003865	-	scaffold_198	-	41645	42853	9.808642	3.568059	4.984613
leptidea_sinapisG00000005072	cctgamma	scaffold_199	-	750904	765542	63.136402	22.966934	32.085030
leptidea_sinapisG00000004072	thap9_2	scaffold_198	+	53865	59941	11.079912	4.030506	5.630655
leptidea_sinapisG00000008985	-	scaffold_198	-	62076	67152	0.000000	0.000000	0.000000
leptidea_sinapisG00000012584	-	scaffold_198	+	77563	89358	4.691375	1.706567	2.384090
leptidea_sinapisG00000004226	med17	scaffold_198	+	90252	106057	21.127748	7.685575	10.736823
leptidea_sinapisG00000002452	rsf1	scaffold_198	-	106015	115013	124.804108	73.182854	102.237152
leptidea_sinapisG00000005479	bark	scaffold_198	+	153653	185660	2.808950	1.021803	1.427469
leptidea_sinapisG00000010557	abcg1	scaffold_198	-	189019	240760	23.315432	8.481382	11.848573
leptidea_sinapisG00000014885	abcg1_3	scaffold_198	-	313842	386825	12.487534	4.542552	6.345988
leptidea_sinapisG00000009382	-	scaffold_198	+	393786	394172	0.000000	0.000000	0.000000
leptidea_sinapisG00000013956	ei24	scaffold_198	+	401819	410125	3.835217	1.474297	2.059607
leptidea_sinapisG00000007572	slc29a3	scaffold_198	-	480886	497083	1.235839	0.449557	0.628036
leptidea_sinapisG00000011480	tret1_35	scaffold_198	+	444591	456724	14.320543	5.209340	7.277498
leptidea_sinapisG00000009465	znf227_5	scaffold_198	-	812715	816493	1.336268	0.486090	0.679072
leptidea_sinapisG00000014553	pgant2	scaffold_198	-	510024	539523	0.713187	0.259434	0.362432
leptidea_sinapisG00000014799	ctcf_2	scaffold_198	-	818336	825768	1.083823	0.394259	0.550784
leptidea_sinapisG00000003794	smox	scaffold_191	+	549279	569999	17.473007	6.356102	8.879536
leptidea_sinapisG00000009961	smox_2	scaffold_191	-	584166	597052	0.664959	0.241890	0.337923
leptidea_sinapisG00000006142	-	scaffold_191	+	1	4717	31.045456	11.293310	15.776862
leptidea_sinapisG00000012252	pban	scaffold_191	-	7879	16582	1.970718	0.716882	1.001491
leptidea_sinapisG00000000391	-	scaffold_191	+	25017	48140	1.032103	0.375445	0.524500
leptidea_sinapisG00000002894	-	scaffold_191	-	39231	49148	0.000000	0.000000	0.000000
leptidea_sinapisG00000004647	-	scaffold_191	-	52736	61205	0.000000	0.000000	0.000000
leptidea_sinapisG00000000606	-	scaffold_191	-	69135	74186	4.274022	1.554748	2.171998
leptidea_sinapisG00000008728	-	scaffold_191	+	83143	83346	0.000000	0.000000	0.000000
leptidea_sinapisG00000007955	-	scaffold_191	+	88713	97978	0.463986	0.168783	0.235791
leptidea_sinapisG00000009797	-	scaffold_191	-	108866	111913	0.000000	0.000000	0.000000
leptidea_sinapisG00000000712	slc16a7	scaffold_191	+	116400	187853	24.827801	9.647948	13.478276
leptidea_sinapisG00000012163	-	scaffold_191	-	194056	198063	0.000000	0.000000	0.000000
leptidea_sinapisG00000006416	-	scaffold_191	-	202868	211895	0.581188	0.211417	0.295352
leptidea_sinapisG00000000232	ruvbl2	scaffold_191	+	220468	243964	91.357109	33.232697	46.426395
leptidea_sinapisG00000015449	-	scaffold_191	-	285726	289397	0.000000	0.000000	0.000000
leptidea_sinapisG00000004487	-	scaffold_191	-	308162	323675	84.896370	30.882490	43.143135
leptidea_sinapisG00000006662	ga17800	scaffold_191	+	350656	357421	0.649779	0.236368	0.330209
leptidea_sinapisG00000012483	-	scaffold_191	+	376741	377490	0.000000	0.000000	0.000000
leptidea_sinapisG00000005937	-	scaffold_191	-	380773	409992	0.504859	0.183651	0.256562
leptidea_sinapisG00000008197	-	scaffold_191	+	418425	423271	0.000000	0.000000	0.000000
leptidea_sinapisG00000010986	llph	scaffold_191	-	431081	431497	451.726624	164.323212	229.561096
leptidea_sinapisG00000000595	-	scaffold_191	+	434030	449219	0.229231	0.083387	0.116492
leptidea_sinapisG00000013775	-	scaffold_191	+	777152	780981	0.244995	0.089121	0.124503
leptidea_sinapisG00000006783	-	scaffold_191	+	781822	790587	0.000000	0.000000	0.000000
leptidea_sinapisG00000012035	-	scaffold_191	+	791327	799333	0.000000	0.000000	0.000000
leptidea_sinapisG00000008702	-	scaffold_191	-	809262	814515	0.000000	0.000000	0.000000
leptidea_sinapisG00000008629	-	scaffold_191	+	669140	670731	4.207467	1.530537	2.138175
leptidea_sinapisG00000015559	-	scaffold_191	+	677603	678762	0.000000	0.000000	0.000000
leptidea_sinapisG00000012958	-	scaffold_191	+	692348	692972	0.000000	0.000000	0.000000
leptidea_sinapisG00000007593	smoxmaob-1	scaffold_191	+	696212	725714	61.069252	33.125526	46.276672
leptidea_sinapisG00000013147	mth2_6	scaffold_190	-	253767	265408	1.934300	0.703634	0.982984
leptidea_sinapisG00000008235	-	scaffold_190	+	168956	240471	1.316358	0.478848	0.668955
leptidea_sinapisG00000009512	kirrel3	scaffold_190	+	148141	168424	3.806634	1.384727	1.934478
leptidea_sinapisG00000000021	rnf25	scaffold_190	+	279104	293960	2.468682	0.898025	1.254549
leptidea_sinapisG00000015183	swap70	scaffold_190	+	319227	356947	1.719774	0.625597	0.873965
leptidea_sinapisG00000013264	iqcd	scaffold_190	-	362056	374759	4.079283	1.483908	2.073034
leptidea_sinapisG00000013681	-	scaffold_190	+	391231	398334	0.000000	0.000000	0.000000
leptidea_sinapisG00000008791	-	scaffold_190	-	398504	399087	42.940819	15.620449	21.821918
leptidea_sinapisG00000009077	msh4	scaffold_190	-	443899	478813	0.000000	0.000000	0.000000
leptidea_sinapisG00000012235	prpf8	scaffold_190	-	405608	442457	176.421661	64.176369	89.654999
leptidea_sinapisG00000005284	-	scaffold_190	+	787858	804236	0.000000	0.000000	0.000000
leptidea_sinapisG00000013722	cg4928_4	scaffold_190	-	864797	869254	1.539286	0.559941	0.782243
leptidea_sinapisG00000013218	psph	scaffold_190	+	482845	499802	74.566490	27.124823	37.893635
leptidea_sinapisG00000015354	smc1a_3	scaffold_193	+	1	15273	10.000991	3.638030	5.082362
leptidea_sinapisG00000008769	smc1a_2	scaffold_193	+	19321	29318	19.288525	7.016527	9.802155
leptidea_sinapisG00000002041	rufy2	scaffold_193	-	38055	65639	2.995492	1.101202	1.538390
leptidea_sinapisG00000008958	-	scaffold_193	-	69740	108591	0.953880	0.346990	0.484748
leptidea_sinapisG00000010980	-	scaffold_193	+	103019	108418	0.000000	0.000000	0.000000
leptidea_sinapisG00000001836	icmt	scaffold_193	-	149107	153577	0.991313	0.360607	0.503771
leptidea_sinapisG00000014751	ccp110	scaffold_193	+	167901	174520	2.300229	0.838282	1.171087
leptidea_sinapisG00000014689	uba1	scaffold_193	-	179025	199340	91.291893	33.208973	46.393253
leptidea_sinapisG00000003728	retm	scaffold_193	+	199241	274431	0.292533	0.121021	0.169067
leptidea_sinapisG00000010167	hfw	scaffold_193	+	356490	377010	1.280881	0.465942	0.650926
leptidea_sinapisG00000003780	ddx52	scaffold_193	-	374291	390739	19.623888	7.138522	9.972583
leptidea_sinapisG00000004590	-	scaffold_193	+	419482	451912	1.328977	0.483438	0.675367
leptidea_sinapisG00000002354	-	scaffold_193	-	429419	433861	0.000000	0.000000	0.000000
leptidea_sinapisG00000007140	-	scaffold_193	+	502161	502880	0.747222	0.271815	0.379728
leptidea_sinapisG00000011895	-	scaffold_193	+	540134	542065	0.588889	0.214218	0.299265
leptidea_sinapisG00000015020	br_5	scaffold_193	+	723802	760884	3.406860	1.239303	1.731318
leptidea_sinapisG00000006838	f26pfkfb3	scaffold_193	+	786477	833385	5.037971	1.948939	2.722686
leptidea_sinapisG00000001664	chif	scaffold_193	+	842445	852798	5.596488	2.035817	2.844056
leptidea_sinapisG00000003074	ndufab1	scaffold_193	-	849015	855658	77.158737	32.436234	45.313728
leptidea_sinapisG00000011964	-	scaffold_192	-	4028	47376	2.148101	0.785769	1.097727
leptidea_sinapisG00000001038	-	scaffold_192	+	47664	80722	0.000000	0.000000	0.000000
leptidea_sinapisG00000007078	-	scaffold_192	-	52649	56579	7.933276	2.885864	4.031579
leptidea_sinapisG00000002964	-	scaffold_192	-	57825	80644	0.000000	0.000000	0.000000
leptidea_sinapisG00000003862	-	scaffold_192	-	85456	129071	1.490571	0.542220	0.757487
leptidea_sinapisG00000006953	-	scaffold_192	+	281688	291403	11.389151	4.142996	5.787806
leptidea_sinapisG00000001229	-	scaffold_192	+	293851	300543	0.000000	0.000000	0.000000
leptidea_sinapisG00000005220	-	scaffold_192	-	293930	295063	2.978836	1.083602	1.513802
leptidea_sinapisG00000009493	-	scaffold_192	+	309193	327952	2.319245	0.843665	1.178608
leptidea_sinapisG00000005217	-	scaffold_192	-	156968	248022	0.664134	0.241590	0.337504
leptidea_sinapisG00000011898	-	scaffold_192	+	263347	264717	0.000000	0.000000	0.000000
leptidea_sinapisG00000005287	-	scaffold_192	+	274008	279963	503.718475	183.236115	255.982605
leptidea_sinapisG00000007055	-	scaffold_192	-	344649	369915	0.000000	0.000000	0.000000
leptidea_sinapisG00000013546	-	scaffold_192	+	334551	338174	264.423370	96.188477	134.376221
leptidea_sinapisG00000011837	-	scaffold_192	+	431708	436746	0.000000	0.000000	0.000000
leptidea_sinapisG00000002213	-	scaffold_192	-	436650	474877	0.000000	0.000000	0.000000
leptidea_sinapisG00000006951	-	scaffold_192	-	496058	543872	0.000000	0.000000	0.000000
leptidea_sinapisG00000009808	-	scaffold_192	+	548392	556802	15.615680	5.680468	7.935668
leptidea_sinapisG00000006845	-	scaffold_192	-	568112	572381	1.976493	0.718983	1.004426
leptidea_sinapisG00000010968	-	scaffold_192	+	480579	481787	379.234070	137.952805	192.721405
leptidea_sinapisG00000012813	-	scaffold_192	-	579472	605307	6.342809	2.307304	3.223326
leptidea_sinapisG00000007729	-	scaffold_192	-	701439	724292	0.000000	0.000000	0.000000
leptidea_sinapisG00000001251	-	scaffold_192	-	725815	726744	2.109677	0.767431	1.072108
leptidea_sinapisG00000014959	-	scaffold_192	-	614217	631713	44.339809	16.129356	22.532864
leptidea_sinapisG00000013200	-	scaffold_192	+	632156	650985	1.326807	0.482891	0.674604
leptidea_sinapisG00000015392	-	scaffold_192	+	727691	734425	21.524868	10.262255	14.336469
leptidea_sinapisG00000001215	-	scaffold_192	-	737335	750787	94.088638	34.226334	47.814518
leptidea_sinapisG00000008322	-	scaffold_192	-	772064	803250	5.540812	2.015564	2.815762
leptidea_sinapisG00000013780	-	scaffold_192	+	782441	785548	14.466666	5.262495	7.351755
leptidea_sinapisG00000005069	-	scaffold_195	-	122230	160772	1.701281	0.618870	0.864567
leptidea_sinapisG00000007828	-	scaffold_195	-	174480	176297	0.726623	0.264321	0.369260
leptidea_sinapisG00000000630	oda	scaffold_195	-	206061	228681	246.642456	89.720375	125.340218
leptidea_sinapisG00000000401	-	scaffold_195	-	623990	673840	2.474549	0.900159	1.257531
leptidea_sinapisG00000007975	ccdc113	scaffold_195	+	633056	634288	6.578264	2.392955	3.342981
leptidea_sinapisG00000008295	cha3	scaffold_195	+	256409	269744	0.000000	0.000000	0.000000
leptidea_sinapisG00000014453	b-h1_2	scaffold_195	-	269345	341667	0.761458	0.276993	0.386962
leptidea_sinapisG00000005127	chcb2_2	scaffold_195	+	277284	365802	0.000000	0.000000	0.000000
leptidea_sinapisG00000007826	-	scaffold_195	-	341801	353888	0.000000	0.000000	0.000000
leptidea_sinapisG00000007449	cha6	scaffold_195	-	362870	363959	0.000000	0.000000	0.000000
leptidea_sinapisG00000001645	chcb2	scaffold_195	-	372468	372998	0.000000	0.000000	0.000000
leptidea_sinapisG00000011840	-	scaffold_195	+	377490	378047	0.000000	0.000000	0.000000
leptidea_sinapisG00000002400	fam136a	scaffold_195	-	407065	415671	5.506669	2.003144	2.798411
leptidea_sinapisG00000014509	-	scaffold_195	-	416838	433513	0.000000	0.000000	0.000000
leptidea_sinapisG00000009357	-	scaffold_195	+	424380	425048	0.000000	0.000000	0.000000
leptidea_sinapisG00000005186	-	scaffold_195	-	438769	446106	0.000000	0.000000	0.000000
leptidea_sinapisG00000009523	-	scaffold_195	-	461649	463819	0.000000	0.000000	0.000000
leptidea_sinapisG00000007369	-	scaffold_195	+	462108	485262	0.000000	0.000000	0.000000
leptidea_sinapisG00000007020	proh3	scaffold_195	+	486160	514011	0.000000	0.000000	0.000000
leptidea_sinapisG00000001768	-	scaffold_195	-	516454	519761	15.346979	5.582723	7.799118
leptidea_sinapisG00000000293	-	scaffold_195	-	604240	607897	8.518418	3.098719	4.328940
leptidea_sinapisG00000014266	gpatch4	scaffold_195	-	693114	695181	14.993589	5.454172	7.619531
leptidea_sinapisG00000012112	y94h6a.8_2	scaffold_195	-	681286	687262	165.701477	60.276718	84.207146
leptidea_sinapisG00000010040	pdkpdk1	scaffold_195	-	701318	716159	7.366606	2.897579	4.047946
leptidea_sinapisG00000007152	znf544	scaffold_195	-	802158	802616	0.511983	0.186242	0.260182
leptidea_sinapisG00000010345	-	scaffold_195	-	837692	839815	0.000000	0.000000	0.000000
leptidea_sinapisG00000006543	cg2811	scaffold_195	+	766476	774572	9.931442	13.496857	18.855238
leptidea_sinapisG00000009061	zfp2	scaffold_195	+	840514	846858	2.777012	1.210294	1.690792
leptidea_sinapisG00000012015	plgklkb1	scaffold_194	+	467	12122	0.416667	0.151570	0.211744
leptidea_sinapisG00000015120	tmprss9prss55	scaffold_194	+	21800	62782	0.029486	0.355823	0.497088
leptidea_sinapisG00000010462	-	scaffold_194	-	65630	79962	1.295287	0.471183	0.658247
leptidea_sinapisG00000006653	-	scaffold_194	+	78618	101277	45.550613	16.569805	23.148178
leptidea_sinapisG00000009480	cdk8	scaffold_194	-	106654	123258	12.810940	4.660196	6.510339
leptidea_sinapisG00000013371	n4bp2l1	scaffold_194	+	142229	165365	1.887761	0.686705	0.959333
leptidea_sinapisG00000001420	-	scaffold_194	+	193246	215098	0.254452	0.092561	0.129309
leptidea_sinapisG00000010582	-	scaffold_194	-	193662	218797	0.000000	0.000000	0.000000
leptidea_sinapisG00000008195	lpcp-23	scaffold_194	-	219410	232410	0.000000	0.000000	0.000000
leptidea_sinapisG00000007660	lpcp-22	scaffold_194	-	239331	240580	2.973793	1.081768	1.511240
leptidea_sinapisG00000010691	-	scaffold_194	-	265371	285820	0.000000	0.000000	0.000000
leptidea_sinapisG00000001386	-	scaffold_194	-	289049	350938	0.000000	0.000000	0.000000
leptidea_sinapisG00000005729	-	scaffold_194	+	345275	350401	61.133873	22.238482	31.067369
leptidea_sinapisG00000007568	anon-3b1.2_6	scaffold_194	-	387759	411415	65.202400	23.718477	33.134937
leptidea_sinapisG00000005403	-	scaffold_194	-	592456	599410	0.173128	0.062978	0.087981
leptidea_sinapisG00000010653	jhbp_2	scaffold_194	+	457692	468292	76.874710	27.964478	39.066643
leptidea_sinapisG00000010575	bace1	scaffold_194	-	734676	744675	1.420446	0.516711	0.721851
leptidea_sinapisG00000005518	rfc3	scaffold_194	+	751561	752628	11.551498	4.202053	5.870308
leptidea_sinapisG00000010919	jhbp_3	scaffold_194	-	753212	776025	55.546246	20.205887	28.227816
leptidea_sinapisG00000010163	jhbp	scaffold_194	-	789063	813606	367.547668	133.701691	186.782532
leptidea_sinapisG00000010837	rapgef2	scaffold_197	-	64281	67808	7.585600	2.759390	3.854895
leptidea_sinapisG00000003002	-	scaffold_197	+	3191	5630	42.846382	15.586097	21.773928
leptidea_sinapisG00000013727	sav	scaffold_197	-	4325	23886	17.101507	6.220963	8.690744
leptidea_sinapisG00000001550	dph5	scaffold_197	+	22931	63174	8.427234	14.508634	20.268702
leptidea_sinapisG00000001385	-	scaffold_197	-	38853	63085	1.299484	0.472709	0.660379
leptidea_sinapisG00000012498	-	scaffold_197	+	110866	113150	0.218546	0.079500	0.111062
leptidea_sinapisG00000005461	ppp2r5a	scaffold_197	+	79061	109829	24.747658	9.002379	12.576410
leptidea_sinapisG00000004485	pqbp1	scaffold_197	+	115934	116770	75.543610	27.480267	38.390194
leptidea_sinapisG00000007304	cbs	scaffold_197	-	118428	149372	22.240932	8.139732	11.371284
leptidea_sinapisG00000002411	est6_2	scaffold_197	-	150897	195588	2.419187	0.880020	1.229397
leptidea_sinapisG00000000163	-	scaffold_197	+	210203	226359	16.611076	6.042560	8.441514
leptidea_sinapisG00000005097	litaf_2	scaffold_197	-	254900	255545	26.521814	9.647759	13.478011
leptidea_sinapisG00000013260	-	scaffold_197	+	228228	249723	19.338512	7.034711	9.827559
leptidea_sinapisG00000013734	litaf_7	scaffold_197	-	258777	260005	40.645832	14.785609	20.655638
leptidea_sinapisG00000002122	inafm2	scaffold_197	+	317964	319117	0.000000	0.000000	0.000000
leptidea_sinapisG00000005707	inafm2_2	scaffold_197	+	329007	329357	0.000000	0.000000	0.000000
leptidea_sinapisG00000002856	bpnt1	scaffold_197	+	262279	268401	18.718897	6.960073	9.723289
leptidea_sinapisG00000011088	luci_5	scaffold_197	-	268314	296462	25.268953	9.192009	12.841326
leptidea_sinapisG00000008291	diexf	scaffold_197	-	364711	377488	16.991991	6.297920	8.798254
leptidea_sinapisG00000009531	fntb	scaffold_197	+	377785	380234	11.516136	4.189189	5.852338
leptidea_sinapisG00000010419	atg4d	scaffold_197	-	385143	386549	8.614073	3.133515	4.377550
leptidea_sinapisG00000003180	med6	scaffold_197	+	388571	391423	27.686609	10.071472	14.069944
leptidea_sinapisG00000014155	-	scaffold_197	-	391435	392463	16.371836	5.955533	8.319936
leptidea_sinapisG00000009067	co041	scaffold_197	-	408736	413372	15.544776	5.654675	7.899636
leptidea_sinapisG00000004873	polr3f	scaffold_197	+	419690	426057	15.428658	5.622214	7.854288
leptidea_sinapisG00000009083	cg13601	scaffold_197	-	436064	438040	15.790123	5.743925	8.024318
leptidea_sinapisG00000008489	gxylt1	scaffold_197	+	453578	460669	0.658847	0.239667	0.334817
leptidea_sinapisG00000000270	-	scaffold_197	-	511316	541279	87.416870	31.799366	44.424019
leptidea_sinapisG00000015576	mttfb2	scaffold_197	+	547967	563061	9.501615	3.456373	4.828587
leptidea_sinapisG00000011527	-	scaffold_197	-	563496	569489	3.853026	1.401603	1.958053
leptidea_sinapisG00000005305	su(hw)	scaffold_197	-	582646	601489	0.601935	0.219571	0.306743
leptidea_sinapisG00000007977	traf3ip1	scaffold_197	+	603302	613010	0.541117	0.196840	0.274988
leptidea_sinapisG00000012511	-	scaffold_197	+	620205	629914	3.045310	1.122958	1.568784
leptidea_sinapisG00000012657	polr1c	scaffold_197	-	624633	630570	26.745592	9.729161	13.591732
leptidea_sinapisG00000000105	-	scaffold_197	-	638893	669610	4.772206	1.735971	2.425168
leptidea_sinapisG00000007386	ndufa8	scaffold_197	+	654727	655266	9.772223	3.554812	4.966105
leptidea_sinapisG00000007009	apmap	scaffold_197	+	707707	721319	48.998756	17.824127	24.900476
leptidea_sinapisG00000001192	tmed1	scaffold_197	-	716600	717226	2.020734	0.735076	1.026909
leptidea_sinapisG00000009663	psn	scaffold_197	-	728662	751868	5.730036	2.084398	2.911923
leptidea_sinapisG00000011067	rpt2	scaffold_197	-	754644	760605	325.987335	118.583412	165.662155
leptidea_sinapisG00000009989	srp54	scaffold_197	+	766450	775188	64.276489	23.381660	32.664402
leptidea_sinapisG00000008797	xrcc3	scaffold_197	-	789678	790592	7.114522	2.588028	3.615499
leptidea_sinapisG00000008162	trnt1	scaffold_197	+	781161	784332	12.537327	4.574739	6.390953
leptidea_sinapisG00000001774	zfyve19	scaffold_197	-	784336	786666	8.568828	5.360941	7.489285
leptidea_sinapisG00000008410	pcd	scaffold_197	+	796433	798482	84.359070	30.687038	42.870090
leptidea_sinapisG00000003731	tdcb_2	scaffold_197	-	798261	850092	7.085722	2.577551	3.600864
leptidea_sinapisG00000015180	-	scaffold_197	+	812157	812992	0.000000	0.000000	0.000000
leptidea_sinapisG00000006966	-	scaffold_196	-	89981	91363	35.429501	12.888080	18.004772
leptidea_sinapisG00000004555	-	scaffold_196	-	124175	157895	0.000000	0.000000	0.000000
leptidea_sinapisG00000007719	-	scaffold_196	-	448677	469637	8.884268	3.231803	4.514860
leptidea_sinapisG00000010787	-	scaffold_196	+	486129	529036	1.225886	0.445937	0.622978
leptidea_sinapisG00000011298	-	scaffold_196	-	539214	614995	0.000000	0.000000	0.000000
leptidea_sinapisG00000014694	-	scaffold_196	+	547433	564526	0.000000	0.000000	0.000000
leptidea_sinapisG00000011384	-	scaffold_196	+	167276	189241	5.732548	2.085311	2.913200
leptidea_sinapisG00000001234	-	scaffold_196	-	201406	207955	17.029247	6.194677	8.654023
leptidea_sinapisG00000007443	-	scaffold_196	-	212507	258666	23.090460	8.399546	11.734245
leptidea_sinapisG00000005477	-	scaffold_196	+	273018	278827	0.000000	0.000000	0.000000
leptidea_sinapisG00000014521	-	scaffold_196	-	297936	309431	0.000000	0.000000	0.000000
leptidea_sinapisG00000006690	-	scaffold_196	+	321673	322575	0.547065	0.199004	0.278011
leptidea_sinapisG00000009202	-	scaffold_196	-	331284	373374	0.216123	0.078618	0.109831
leptidea_sinapisG00000010237	-	scaffold_776	+	6932	32635	0.000000	0.000000	0.000000
leptidea_sinapisG00000001415	orct_2	scaffold_776	-	11640	73692	0.139701	0.050819	0.070994
leptidea_sinapisG00000010658	-	scaffold_776	+	148796	183761	0.931818	0.338965	0.473537
leptidea_sinapisG00000002784	abra	scaffold_771	+	11761	55286	3.375671	1.227957	1.715468
leptidea_sinapisG00000011439	-	scaffold_770	+	22298	32513	30.929382	11.251086	15.717875
leptidea_sinapisG00000009334	aglu	scaffold_771	+	164280	189621	28.397264	10.329986	14.431088
leptidea_sinapisG00000007067	selenbp1selenbp1-a	scaffold_770	-	35180	49785	26.538239	10.730791	14.991017
leptidea_sinapisG00000002291	sina_2	scaffold_770	-	145258	158879	26.064917	9.481554	13.245822
leptidea_sinapisG00000000887	cyt-b5-r	scaffold_773	+	1828	18212	70.921448	53.559055	74.822517
leptidea_sinapisG00000014571	myro1_17	scaffold_773	-	163231	183134	0.714564	0.259935	0.363131
leptidea_sinapisG00000007842	cyp301a1_3	scaffold_772	-	242	15072	6.518625	2.371260	3.312673
leptidea_sinapisG00000002807	ombp_3	scaffold_773	-	32588	35113	121.631165	44.245392	61.811241
leptidea_sinapisG00000013567	cyp12a2_3	scaffold_772	-	49004	91332	46.321396	17.513052	24.465902
leptidea_sinapisG00000015210	ihog_3	scaffold_779	-	8096	54115	6.670467	2.426495	3.389837
leptidea_sinapisG00000010599	cyp12a2_2	scaffold_772	-	93412	110839	84.913559	30.888744	43.151871
leptidea_sinapisG00000005806	cyp12a2	scaffold_772	-	155156	172941	52.354710	19.044912	26.605925
leptidea_sinapisG00000003979	hyou1	scaffold_779	-	107582	122200	29.545153	10.747550	15.014430
leptidea_sinapisG00000011654	rmnd5b	scaffold_779	-	159065	173078	11.462812	4.169792	5.825239
leptidea_sinapisG00000012611	impl2_2	scaffold_778	-	3456	17456	0.385417	0.140202	0.195863
leptidea_sinapisG00000006135	impl2	scaffold_778	+	132224	152334	3.381136	1.229945	1.718246
leptidea_sinapisG00000002477	-	scaffold_1097	+	2457	57198	2.368916	0.987561	1.379632
leptidea_sinapisG00000000916	cyp12b2	scaffold_1091	+	1950	44831	19.876474	7.230404	10.100944
leptidea_sinapisG00000012471	ube3b_2	scaffold_1543	+	60	5282	0.000000	0.000000	0.000000
leptidea_sinapisG00000007463	eftud2_2	scaffold_1542	+	131	9019	68.099060	24.772184	34.606983
leptidea_sinapisG00000011581	slc25a42	scaffold_943	-	101716	102521	0.000000	0.000000	0.000000
leptidea_sinapisG00000002870	-	scaffold_943	-	637	26926	6.454701	2.348007	3.280188
leptidea_sinapisG00000010604	-	scaffold_940	-	22211	26216	6.000804	2.182894	3.049524
leptidea_sinapisG00000014048	dnaja2	scaffold_940	+	20052	21722	69.245415	25.189190	35.189541
leptidea_sinapisG00000012020	zrsr1	scaffold_940	-	33856	41645	2.358852	0.858072	1.198735
leptidea_sinapisG00000005804	mrps18b	scaffold_940	+	56011	56999	23.739155	8.635519	12.063903
leptidea_sinapisG00000006077	sapcd2	scaffold_940	-	57431	67149	4.702417	1.710584	2.389702
leptidea_sinapisG00000013001	-	scaffold_940	-	67535	81533	0.000000	0.000000	0.000000
leptidea_sinapisG00000002051	-	scaffold_940	+	78939	83448	1.878591	0.683369	0.954673
leptidea_sinapisG00000003925	gpcpd1	scaffold_940	-	91989	102927	7.267498	2.643675	3.693240
leptidea_sinapisG00000012941	gtsf1	scaffold_941	+	9612	18824	27.486128	9.998544	13.968062
leptidea_sinapisG00000005576	ncam2	scaffold_941	+	27838	49714	5.897207	2.145209	2.996877
leptidea_sinapisG00000014185	hmcn1_4	scaffold_941	-	56703	76112	4.308144	1.567160	2.189338
leptidea_sinapisG00000009426	mthl1	scaffold_946	-	21557	48887	3.196990	1.778122	2.484053
leptidea_sinapisG00000006265	tango13	scaffold_946	-	54774	57715	26.160557	9.516345	13.294425
leptidea_sinapisG00000003915	dom	scaffold_946	+	90906	95616	8.271470	3.008887	4.203444
leptidea_sinapisG00000003567	ep400	scaffold_946	+	98354	99728	0.000000	0.000000	0.000000
leptidea_sinapisG00000011683	-	scaffold_946	-	103133	111841	0.240479	0.087478	0.122208
leptidea_sinapisG00000012695	peg3	scaffold_944	+	7483	9544	0.000000	0.000000	0.000000
leptidea_sinapisG00000010613	dom_2	scaffold_946	+	66496	80905	52.823418	19.215412	26.844114
leptidea_sinapisG00000001764	-	scaffold_944	-	28093	28545	19.686533	7.161310	10.004417
leptidea_sinapisG00000010187	rnf2	scaffold_944	+	18653	27721	32.841827	11.946771	16.689753
leptidea_sinapisG00000005572	exoc6b	scaffold_944	+	87055	93729	10.419226	3.790169	5.294903
leptidea_sinapisG00000001190	exoc6	scaffold_944	+	100236	103296	19.484537	7.087830	9.901767
leptidea_sinapisG00000014281	aco-2	scaffold_944	-	58627	83481	82.059616	29.850574	41.701538
